Type	|V|   	|E|   	dmax   	davg   	r   	|T|   	Tavg   	Tmax   	κavg   	κ   	K   	ωheu   	Size	Download
misc	130	1K	246	17	-0.53	14K	110	2K	0.73	0.17	22	15	13 KB	    Download
misc	198	3K	100	27	0.02	54K	271	1K	0.62	0.52	30	9	7 KB	    Download
misc	453	5K	634	20	-0.07	245K	541	27K	3.26	0.35	115	9	9 KB	    Download
misc	11K	24K	205	4	0.24	164K	15	2K	0.27	0.38	32	17	71 KB	    Download
misc	23K	48K	2K	2.11	-	-	-	-	-	-	-	-	143 KB	    Download
misc	6K	14K	1K	2.15	-	-	-	-	-	-	-	-	43 KB	    Download
misc	26K	107K	5K	4.03	-	-	-	-	-	-	-	-	371 KB	    Download
misc	26K	53K	3K	4	-0.19	109K	4	4K	0.21	0.01	23	15	155 KB	    Download
misc	2M	11M	35K	6.54	-	-	-	-	-	-	-	-	32 MB	    Download
misc	6K	13K	1K	3	-0.18	20K	3	2K	0.25	0.01	13	10	40 KB	    Download
misc	219	434	11	3	-0.40	28	-	3	0.02	0.01	4	3	2 KB	    Download
misc	292	958	13	6	0.23	3K	8	31	0.50	0.45	6	6	3 KB	    Download
misc	331	660	14	3	-0.34	51	-	9	0.01	0.01	4	4	2 KB	    Download
misc	608	1K	14	3	-0.48	37	-	6	0.00	0.01	3	3	4 KB	    Download
misc	85	219	9	5	0.05	408	4	9	0.48	0.41	4	4	2 KB	    Download
misc	958	2K	15	3	-0.49	37	-	6	0.00	0.00	3	3	5 KB	    Download
misc	12M	13M	9	2	0.34	24K	-	8	0.00	0.00	4	3	56 MB	    Download
misc	17K	121K	360	14	0.24	2M	135	6K	0.64	0.43	57	27	484 KB	    Download
misc	1M	8M	12	11	0.79	-	-	-	-	-	7	2	33 MB	    Download
misc	1M	8M	12	11	0.79	-	-	-	-	-	7	2	33 MB	    Download
misc	1M	9M	12	11	0.79	-	-	-	-	-	7	2	34 MB	    Download
misc	1M	9M	12	11	0.79	-	-	-	-	-	7	2	34 MB	    Download
misc	944K	39M	346	41.64	-	-	-	-	-	-	-	-	418 MB	    Download
misc	29K	38K	4	2	-1.00	-	-	-	-	-	3	2	103 KB	    Download
misc	30K	40K	4	2	-1.00	-	-	-	-	-	3	2	105 KB	    Download
misc	24K	35K	6	2	-0.99	-	-	-	-	-	3	2	112 KB	    Download
misc	36K	50K	9	2	-0.98	-	-	-	-	-	3	3	478 KB	    Download
misc	449K	3M	37	14	0.16	19M	41	122	0.41	0.40	10	7	12 MB	    Download
misc	41K	2M	3K	81	0.05	35M	859	527K	0.01	0.04	405	15	16 MB	    Download
misc	7	9	6	2	-0.50	9	1	3	0.89	0.43	3	3	1 KB	    Download
misc	1K	4K	20	7	0.20	107	-	16	0.00	0.00	6	4	18 KB	    Download
misc	1K	4K	20	7	0.21	116	-	17	0.00	0.00	6	4	27 KB	    Download
misc	113K	4M	14K	65	0.00	118M	1K	287K	0.44	0.31	47	12	22 MB	    Download
misc	116K	4M	17K	65	0.00	121M	1K	410K	0.44	0.28	47	13	23 MB	    Download
misc	116K	4M	17K	65	0.00	121M	1K	410K	0.44	0.28	47	13	23 MB	    Download
misc	116K	4M	17K	65	0.00	121M	1K	410K	0.44	0.28	47	13	23 MB	    Download
misc	113K	4M	14K	65	0.00	118M	1K	287K	0.44	0.31	47	12	22 MB	    Download
misc	113K	4M	14K	65	0.00	118M	1K	287K	0.44	0.31	47	12	22 MB	    Download
misc	113K	4M	14K	65	0.00	118M	1K	287K	0.44	0.31	47	12	22 MB	    Download
misc	116K	4M	17K	65	0.00	121M	1K	410K	0.44	0.28	47	13	23 MB	    Download
misc	7K	20K	12	5	-0.15	39K	5	13	0.43	0.38	5	4	94 KB	    Download
misc	6K	17K	12	5	0.30	34K	5	12	0.41	0.40	5	4	60 KB	    Download
misc	16K	46K	10	5	0.29	91K	5	10	0.41	0.40	5	3	173 KB	    Download
misc	10K	588K	427	119	0.15	650K	66	500	0.00	0.01	151	3	1 MB	    Download
misc	40K	106K	66	5	0.41	331K	8	228	0.22	0.32	15	6	1 MB	    Download
misc	31K	96K	3K	6	-0.08	8K	-	621	0.01	0.00	6	3	472 KB	    Download
misc	58K	278K	54	9	0.10	423	-	49	0.00	0.00	15	4	2 MB	    Download
misc	14K	64K	48	9	0.06	560	-	43	0.00	0.00	12	4	488 KB	    Download
misc	7K	56K	76	16	0.08	10K	1	552	0.00	0.01	22	7	314 KB	    Download
misc	21K	159K	77	15	0.07	3K	-	151	0.00	0.00	20	4	914 KB	    Download
misc	3K	28K	102	17	0.12	878	-	124	0.00	0.00	33	3	128 KB	    Download
misc	3K	28K	102	18	0.11	878	-	124	0.00	0.00	33	3	131 KB	    Download
misc	3K	28K	102	17	0.12	878	-	124	0.00	0.00	33	3	131 KB	    Download
misc	3K	28K	102	18	0.11	878	-	124	0.00	0.00	33	3	131 KB	    Download
misc	3K	21K	76	13	0.18	9K	2	310	0.01	0.02	24	5	122 KB	    Download
misc	13K	95K	59	14	0.21	1K	-	30	0.00	0.00	16	3	657 KB	    Download
misc	39K	2M	233	89	0.65	144M	4K	16K	0.44	0.64	101	63	18 MB	    Download
misc	69K	307K	66	8	0.19	589K	8	140	0.22	0.19	9	4	3 MB	    Download
misc	39	46	5	2	-0.30	6	-	1	0.06	0.07	3	3	1 KB	    Download
misc	49	59	6	2	-0.23	9	-	1	0.05	0.07	3	3	1 KB	    Download
misc	118	179	9	3	-0.15	69	-	4	0.17	0.14	4	3	2 KB	    Download
misc	274	669	15	4	0.23	2K	6	41	0.33	0.43	7	7	4 KB	    Download
misc	443	590	9	2	-0.09	150	-	4	0.10	0.10	4	3	4 KB	    Download
misc	1K	2K	12	2	-0.09	321	-	7	0.06	0.06	4	3	10 KB	    Download
misc	2K	2K	12	2	-0.13	327	-	7	0.06	0.06	4	3	12 KB	    Download
misc	2K	2K	13	2	-0.12	462	-	8	0.07	0.07	4	3	12 KB	    Download
misc	2K	2K	14	2	-0.10	522	-	8	0.08	0.08	4	3	15 KB	    Download
misc	5K	8K	13	3	-0.05	2K	-	15	0.09	0.09	5	5	50 KB	    Download
misc	48	176	11	7	0.28	480	10	22	0.40	0.41	6	6	2 KB	    Download
misc	66	2K	65	65	-	137K	2K	2K	1	1	66	66	14 KB	    Download
misc	112	264	5	4	0.30	552	4	6	0.55	0.55	4	4	3 KB	    Download
misc	132	2K	45	26	0.08	23K	172	365	0.49	0.43	22	9	10 KB	    Download
misc	153	1K	23	14	0.61	6K	38	105	0.37	0.34	13	9	7 KB	    Download
misc	420	4K	27	17	0.30	35K	82	156	0.56	0.49	15	9	26 KB	    Download
misc	420	4K	27	17	0.30	35K	82	156	0.56	0.49	15	9	26 KB	    Download
misc	1K	6K	338	11	-0.20	26K	24	1K	0.43	0.09	9	8	42 KB	    Download
misc	1K	9K	22	16	0.05	47K	43	68	0.38	0.34	10	5	39 KB	    Download
misc	1K	10K	26	19	0.66	122K	112	181	0.61	0.58	15	12	63 KB	    Download
misc	1K	16K	32	22	0.24	212K	143	212	0.57	0.56	15	12	96 KB	    Download
misc	1K	16K	32	22	0.24	212K	143	212	0.57	0.56	15	12	96 KB	    Download
misc	2K	41K	94	40	0.54	1M	512	2K	0.51	0.48	38	28	310 KB	    Download
misc	2K	31K	47	34	0.32	609K	336	550	0.57	0.55	25	16	277 KB	    Download
misc	4K	57K	43	28	0.30	749K	189	348	0.44	0.44	21	12	350 KB	    Download
misc	5K	143K	80	58	0.41	5M	929	1K	0.54	0.51	36	24	825 KB	    Download
misc	11K	209K	149	38	0.26	5M	448	2K	0.55	0.54	30	18	2 MB	    Download
misc	12K	69K	48	11	0.37	433K	36	229	0.43	0.41	12	12	693 KB	    Download
misc	817	3K	10	7	0.41	11K	12	22	0.48	0.49	6	6	28 KB	    Download
misc	485	1K	10	5	0.86	5K	9	22	0.50	0.63	6	6	16 KB	    Download
misc	4K	12K	8	6	0.28	-	-	-	-	-	5	2	67 KB	    Download
misc	138	279	7	4	0.67	435	3	9	0.33	0.40	5	4	4 KB	    Download
misc	3K	21K	30	13	0.68	89K	28	136	0.27	0.30	15	12	199 KB	    Download
misc	4K	78K	56	43	0.62	2M	592	802	0.63	0.59	30	24	786 KB	    Download
misc	15K	118K	58	15	0.30	789K	51	325	0.39	0.38	16	12	1 MB	    Download
misc	2K	14K	32	14	0.35	120K	62	213	0.57	0.53	16	9	155 KB	    Download
misc	1K	27K	53	44	0.42	776K	633	802	0.65	0.61	30	24	315 KB	    Download
misc	4K	107K	93	48	0.39	3M	731	2K	0.63	0.61	60	60	1 MB	    Download
misc	14K	303K	70	43	0.34	8M	572	1K	0.61	0.55	30	22	628 KB	    Download
misc	29K	1M	218	69	0.08	45M	2K	7K	0.66	0.54	59	40	2 MB	    Download
misc	36K	573K	188	32	0.47	12M	331	4K	0.58	0.54	36	24	1 MB	    Download
misc	45K	985K	215	44	0.26	27M	597	4K	0.60	0.56	70	23	2 MB	    Download
misc	9K	292K	140	66	0.23	10M	1K	2K	0.51	0.47	39	13	620 KB	    Download
misc	588	10K	46	35	0.25	160K	271	462	0.44	0.42	24	12	56 KB	    Download
misc	30K	710K	221	46	0.12	20M	667	4K	0.62	0.57	36	25	7 MB	    Download
misc	23K	560K	177	48	0.05	16M	695	3K	0.61	0.57	36	22	5 MB	    Download
misc	26K	558K	101	43	0.37	15M	581	2K	0.60	0.57	31	24	5 MB	    Download
misc	8K	174K	613	43	0.02	5M	564	11K	0.61	0.50	36	25	1 MB	    Download
misc	47K	1M	62	43	0.21	25M	539	820	0.58	0.57	30	20	6 MB	    Download
misc	48	48	2	1.00	-	-	-	-	-	-	-	-	1 KB	    Download
misc	66	66	2	1.00	-	-	-	-	-	-	-	-	1 KB	    Download
misc	112	112	2	1.00	-	-	-	-	-	-	-	-	2 KB	    Download
misc	132	132	2	1.00	-	-	-	-	-	-	-	-	2 KB	    Download
misc	153	153	2	1.00	-	-	-	-	-	-	-	-	2 KB	    Download
misc	420	420	2	1.00	-	-	-	-	-	-	-	-	4 KB	    Download
misc	420	3K	25	16	0.25	29K	68	135	0.55	0.48	14	10	24 KB	    Download
misc	1K	1K	2	1.00	-	-	-	-	-	-	-	-	7 KB	    Download
misc	1K	1K	2	1.00	-	-	-	-	-	-	-	-	6 KB	    Download
misc	1K	11K	26	19	0.67	123K	112	181	0.61	0.58	15	12	66 KB	    Download
misc	1K	1K	2	1.00	-	-	-	-	-	-	-	-	9 KB	    Download
misc	1K	9K	21	12	0.63	63K	42	82	0.51	0.51	10	8	61 KB	    Download
misc	2K	10K	69	9	0.33	163K	81	840	0.17	0.47	23	10	67 KB	    Download
misc	817	817	2	1.00	-	-	-	-	-	-	-	-	7 KB	    Download
misc	485	485	2	1.00	-	-	-	-	-	-	-	-	5 KB	    Download
misc	4K	4K	2	1.00	-	-	-	-	-	-	-	-	18 KB	    Download
misc	138	138	2	1.00	-	-	-	-	-	-	-	-	2 KB	    Download
misc	3K	3K	2	1.00	-	-	-	-	-	-	-	-	29 KB	    Download
misc	4K	4K	2	1.00	-	-	-	-	-	-	-	-	27 KB	    Download
misc	15K	15K	2	1.00	-	-	-	-	-	-	-	-	117 KB	    Download
misc	2K	2K	2	1.00	-	-	-	-	-	-	-	-	17 KB	    Download
misc	1K	27K	53	44	0.42	776K	633	802	0.65	0.61	30	24	312 KB	    Download
misc	588	12K	53	40	0.15	271K	460	655	0.57	0.54	30	20	93 KB	    Download
misc	30K	2K	5	-	1	8K	-	10	0.04	1	6	6	136 KB	    Download
misc	23K	154K	102	13	0.08	2M	93	1K	0.31	0.54	18	16	1 MB	    Download
misc	25K	760	4	-	-0.26	975	-	3	0.02	0.58	3	3	104 KB	    Download
misc	8K	3K	19	-	0.92	10K	1	98	0.11	0.87	15	12	57 KB	    Download
misc	47K	47K	2	1.00	-	-	-	-	-	-	-	-	216 KB	    Download
misc	497	50K	680	201	-0.27	9M	18K	78K	0.90	0.59	143	80	267 KB	    Download
misc	507	53K	761	209	-0.26	10M	19K	82K	0.88	0.59	145	81	267 KB	    Download
misc	507	44K	766	174	-0.32	7M	13K	67K	0.90	0.53	119	66	183 KB	    Download
misc	1M	2M	10	2	0.10	7K	-	4	0.00	0.00	4	3	7 MB	    Download
misc	8K	117K	36	28	0.60	803K	97	135	0.25	0.24	19	7	585 KB	    Download
misc	49K	98K	4	4	-	-	-	-	-	-	5	2	373 KB	    Download
misc	398	3K	38	16	0.05	23K	58	194	0.44	0.38	11	6	14 KB	    Download
misc	62	388	36	12	0.10	2K	37	187	0.45	0.42	11	6	3 KB	    Download
misc	782	7K	39	17	0.04	49K	62	209	0.43	0.37	11	6	31 KB	    Download
misc	398	1K	12	6	0.22	930	2	6	0.15	0.12	5	4	7 KB	    Download
misc	62	140	12	4	0.19	84	1	6	0.17	0.14	5	3	2 KB	    Download
misc	782	3K	12	6	0.22	2K	2	6	0.14	0.11	5	4	14 KB	    Download
misc	462	5K	94	19	-0.79	23K	48	859	0.29	0.09	14	8	11 KB	    Download
misc	495	3K	51	11	-0.77	4K	8	223	0.13	0.05	8	6	8 KB	    Download
misc	792	8K	130	19	-0.85	34K	42	1K	0.27	0.06	13	8	18 KB	    Download
misc	2K	26K	345	29	-0.91	197K	115	5K	0.34	0.04	21	9	56 KB	    Download
misc	3K	72K	813	41	-0.95	969K	282	18K	0.44	0.03	27	11	151 KB	    Download
misc	455	1K	16	5	-0.63	166	-	14	0.01	0.01	5	4	4 KB	    Download
misc	6K	135K	1K	41	-0.97	2M	245	29K	0.39	0.02	28	10	283 KB	    Download
misc	13K	360K	3K	55	-0.98	7M	512	93K	0.46	0.01	36	16	765 KB	    Download
misc	680	2K	18	5	-0.67	190	-	16	0.01	0.01	5	4	6 KB	    Download
misc	2K	14K	111	11	-0.89	8K	3	523	0.05	0.01	8	6	34 KB	    Download
misc	2K	14K	111	11	-0.89	8K	3	523	0.05	0.01	8	6	34 KB	    Download
misc	24K	681K	5K	55	-0.99	12M	495	153K	0.45	0.01	36	16	1 MB	    Download
misc	49K	2M	11K	71	-0.99	41M	847	457K	0.46	0.00	48	21	4 MB	    Download
misc	92K	3M	19K	71	-1.00	72M	776	769K	0.43	0.00	46	21	7 MB	    Download
misc	185K	8M	44K	89	-	247M	1K	2M	0.47	0.00	58	26	19 MB	    Download
misc	320K	9M	39K	55	-	89M	279	1M	0.25	0.00	39	14	20 MB	    Download
misc	18K	55K	50	5	-0.88	622	-	48	0.00	0.00	5	4	150 KB	    Download
misc	3K	3K	2	1.00	-	-	-	-	-	-	-	-	13 KB	    Download
misc	85K	256K	82	5	-0.93	982	-	80	0.00	0.00	5	4	716 KB	    Download
misc	84	251	10	5	-0.42	88	1	8	0.05	0.05	5	4	2 KB	    Download
misc	126	1K	45	19	-0.57	9K	71	372	0.39	0.24	14	8	4 KB	    Download
misc	767K	3M	183K	6	0.58	351K	-	22K	0.01	0.00	61	13	10 MB	    Download
misc	767K	3M	428K	6	0.98	171K	-	16K	0.00	0.00	140	11	4 MB	    Download
misc	205K	3M	429K	24	0.95	2B	11K	324M	1.00	0.01	50K	13	7 MB	    Download
misc	13K	78K	22	11	-0.07	311K	23	44	0.38	0.36	9	5	281 KB	    Download
misc	30K	45K	3	2	-0.02	-	-	-	-	-	3	2	164 KB	    Download
misc	23	54	6	4	0.08	-	-	-	-	-	5	2	1 KB	    Download
misc	23	54	3	2.35	-0.03	-	-	-	-	-	2	3	3 KB	    Download
misc	22K	42K	4	3	0.29	-	-	-	-	-	3	2	161 KB	    Download
misc	13K	36K	131	5	0.29	121K	9	208	0.23	0.33	15	6	401 KB	    Download
misc	15K	48K	197	6	0.15	170K	11	191	0.27	0.32	15	6	543 KB	    Download
misc	17K	50K	197	5	0.17	173K	10	191	0.26	0.32	15	6	564 KB	    Download
misc	21K	55K	54	5	0.42	174K	8	191	0.22	0.32	15	6	609 KB	    Download
misc	10K	32K	111	6	0.26	119K	12	208	0.28	0.33	15	6	357 KB	    Download
misc	11K	34K	131	5	0.26	121K	10	208	0.26	0.33	15	6	380 KB	    Download
misc	7K	28K	111	7	0.17	116K	16	208	0.32	0.34	15	6	324 KB	    Download
misc	2K	6K	19	5	0.02	13K	6	22	0.41	0.39	6	4	18 KB	    Download
misc	60K	300K	40K	9	-0.57	120K	1	20K	0.45	0.00	11	3	896 KB	    Download
misc	30K	70K	10K	4	-0.08	120K	3	10K	0.61	0.00	4	3	253 KB	    Download
misc	30K	50K	10K	3	-0.11	-	-	-	-	-	3	2	194 KB	    Download
misc	10K	30K	10K	5	-0.20	90K	8	20K	0.70	0.00	4	4	113 KB	    Download
misc	227K	6M	335	48	0.19	158M	695	6K	0.59	0.55	42	27	45 MB	    Download
misc	141K	4M	434	50	0.09	106M	748	7K	0.59	0.55	42	30	46 MB	    Download
misc	149K	5M	350	70	0.00	178M	1K	5K	0.50	0.46	45	18	65 MB	    Download
misc	18K	52K	8	5	0.01	104K	5	8	0.41	0.40	5	3	560 KB	    Download
misc	19K	55K	8	5	0.03	110K	5	8	0.40	0.40	5	3	601 KB	    Download
misc	19K	58K	8	5	0.05	115K	5	8	0.40	0.40	5	3	634 KB	    Download
misc	987K	35M	80	71	0.44	1B	1K	1K	0.50	0.46	42	24	117 MB	    Download
misc	127K	3M	80	51	0.12	99M	774	1K	0.62	0.53	36	24	12 MB	    Download
misc	915K	27M	80	59	0.34	881M	962	1K	0.58	0.49	42	24	96 MB	    Download
misc	341K	1M	14K	6	-0.08	489K	1	39K	0.01	0.00	44	5	4 MB	    Download
misc	186K	434K	9K	4	-0.03	38K	-	8K	0.00	0.00	15	4	2 MB	    Download
misc	93K	559K	93K	11	-	-	-	-	-	-	11	2	3 MB	    Download
misc	466K	610K	93K	2	-	-	-	-	-	-	3	2	3 MB	    Download
misc	822	3K	265	7	-0.07	1K	1	291	0.03	0.02	9	4	15 KB	    Download
misc	822	5K	307	11	-0.06	3K	3	666	0.05	0.03	10	5	22 KB	    Download
misc	822	5K	310	11	-0.06	4K	4	689	0.05	0.03	10	5	23 KB	    Download
misc	822	5K	310	11	-0.06	4K	4	701	0.05	0.03	10	5	23 KB	    Download
misc	822	5K	303	11	-0.06	4K	4	678	0.05	0.03	11	5	24 KB	    Download
misc	822	4K	282	9	-0.07	2K	1	397	0.03	0.02	9	4	18 KB	    Download
misc	822	4K	294	9	-0.06	2K	2	461	0.04	0.02	8	4	19 KB	    Download
misc	822	4K	301	10	-0.06	2K	2	470	0.04	0.02	8	5	20 KB	    Download
misc	822	5K	303	11	-0.06	3K	3	616	0.05	0.03	10	5	22 KB	    Download
misc	63K	367K	32	11	-0.08	2M	28	90	0.50	0.38	8	5	890 KB	    Download
misc	28K	83K	14K	5	-0.30	-	-	-	-	-	5	2	288 KB	    Download
misc	28K	85K	7	6	-0.07	-	-	-	-	-	5	2	284 KB	    Download
misc	11K	380K	2K	71	-0.88	4M	419	12K	0.31	0.02	94	10	3 MB	    Download
misc	200	596	6	5	0.49	-	-	-	-	-	5	2	3 KB	    Download
misc	2K	6K	6	5	0.50	-	-	-	-	-	5	2	25 KB	    Download
misc	2K	6K	169	5	0.08	-	-	-	-	-	17	2	74 KB	    Download
misc	2K	10K	361	8	-0.01	-	-	-	-	-	19	2	106 KB	    Download
misc	3K	10K	157	6	-0.24	-	-	-	-	-	11	2	99 KB	    Download
misc	4K	14K	450	8	-0.04	-	-	-	-	-	18	2	157 KB	    Download
misc	4K	13K	207	6	-0.20	-	-	-	-	-	14	2	139 KB	    Download
misc	4K	14K	654	6	-0.06	-	-	-	-	-	35	2	154 KB	    Download
misc	4K	16K	231	7	-0.20	-	-	-	-	-	17	2	160 KB	    Download
misc	4K	23K	599	12	0.01	-	-	-	-	-	29	2	196 KB	    Download
misc	4K	15K	437	7	-0.03	-	-	-	-	-	20	2	172 KB	    Download
misc	5K	13K	368	5	-0.04	-	-	-	-	-	12	2	155 KB	    Download
misc	5K	13K	385	5	0.02	-	-	-	-	-	13	2	152 KB	    Download
misc	5K	19K	480	7	-0.11	-	-	-	-	-	20	2	206 KB	    Download
misc	5K	30K	2K	11	-0.46	-	-	-	-	-	20	2	186 KB	    Download
misc	5K	37K	457	13	-0.27	-	-	-	-	-	34	2	320 KB	    Download
misc	6K	24K	2K	8	-0.45	-	-	-	-	-	12	2	192 KB	    Download
misc	6K	25K	985	7	-0.27	-	-	-	-	-	15	2	215 KB	    Download
misc	7K	29K	861	8	-0.01	-	-	-	-	-	23	2	282 KB	    Download
misc	7K	28K	963	8	-0.01	-	-	-	-	-	17	2	297 KB	    Download
misc	7K	29K	673	7	-0.29	-	-	-	-	-	13	2	272 KB	    Download
misc	8K	33K	651	8	0.01	-	-	-	-	-	20	2	320 KB	    Download
misc	8K	35K	888	8	-0.03	-	-	-	-	-	25	2	362 KB	    Download
misc	9K	64K	667	13	-0.17	-	-	-	-	-	69	2	443 KB	    Download
misc	10K	36K	2K	7	-0.31	-	-	-	-	-	11	2	188 KB	    Download
misc	10K	46K	938	9	-0.03	-	-	-	-	-	18	2	494 KB	    Download
misc	10K	50K	1K	9	-0.21	-	-	-	-	-	21	2	481 KB	    Download
misc	11K	56K	3K	10	-0.30	-	-	-	-	-	19	2	426 KB	    Download
misc	11K	37K	779	6	0.02	-	-	-	-	-	18	2	397 KB	    Download
misc	13K	81K	2K	12	-0.55	-	-	-	-	-	21	2	460 KB	    Download
misc	15K	58K	1K	7	-0.28	-	-	-	-	-	14	2	529 KB	    Download
misc	15K	98K	2K	12	-0.09	-	-	-	-	-	70	2	696 KB	    Download
misc	18K	74K	949	8	-0.03	-	-	-	-	-	31	2	731 KB	    Download
misc	21K	68K	2K	6	0.00	-	-	-	-	-	34	2	741 KB	    Download
misc	22K	86K	2K	7	-0.04	-	-	-	-	-	43	2	807 KB	    Download
misc	23K	90K	2K	7	-0.02	-	-	-	-	-	27	2	927 KB	    Download
misc	24K	89K	2K	7	0.00	-	-	-	-	-	25	2	941 KB	    Download
misc	30K	171K	4K	11	-0.31	-	-	-	-	-	20	2	2 MB	    Download
misc	32K	180K	2K	11	-0.11	-	-	-	-	-	53	2	2 MB	    Download
misc	33K	185K	3K	11	0.00	-	-	-	-	-	44	2	2 MB	    Download
misc	36K	172K	1K	9	-0.19	-	-	-	-	-	53	2	2 MB	    Download
misc	38K	184K	10K	9	-0.30	-	-	-	-	-	17	3	2 MB	    Download
misc	38K	257K	5K	13	-0.02	-	-	-	-	-	136	2	2 MB	    Download
misc	41K	220K	3K	10	0.00	-	-	-	-	-	39	2	2 MB	    Download
misc	44K	127K	2K	5	0.00	-	-	-	-	-	27	2	1 MB	    Download
misc	44K	133K	3K	6	-0.01	-	-	-	-	-	36	2	1 MB	    Download
misc	42K	259K	5K	12	-0.02	-	-	-	-	-	61	2	3 MB	    Download
misc	42K	259K	5K	12	-0.02	-	-	-	-	-	61	2	2 MB	    Download
misc	44K	195K	3K	8	0.00	-	-	-	-	-	32	2	2 MB	    Download
misc	51K	333K	9K	13	-0.32	-	-	-	-	-	30	2	3 MB	    Download
misc	51K	333K	9K	13	-0.32	-	-	-	-	-	30	2	2 MB	    Download
misc	48K	156K	3K	6	-0.01	-	-	-	-	-	27	2	2 MB	    Download
misc	50K	225K	5K	8	-0.05	-	-	-	-	-	43	2	1 MB	    Download
misc	50K	225K	5K	8	-0.05	-	-	-	-	-	43	2	2 MB	    Download
misc	58K	237K	2K	8	-0.25	-	-	-	-	-	29	3	2 MB	    Download
misc	58K	237K	2K	8	-0.25	-	-	-	-	-	29	3	2 MB	    Download
misc	65K	251K	3K	7	0.01	-	-	-	-	-	56	2	2 MB	    Download
misc	67K	278K	4K	8	0.00	-	-	-	-	-	34	2	3 MB	    Download
misc	69K	295K	4K	8	-0.01	-	-	-	-	-	34	2	3 MB	    Download
misc	77K	391K	7K	10	-0.01	-	-	-	-	-	44	2	4 MB	    Download
misc	84K	312K	5K	7	-0.01	-	-	-	-	-	43	2	3 MB	    Download
misc	169K	555K	40K	6	-0.15	-	-	-	-	-	24	2	5 MB	    Download
misc	169K	555K	40K	6	-0.15	-	-	-	-	-	24	2	3 MB	    Download
misc	345K	998K	20K	5	-0.01	-	-	-	-	-	19	2	11 MB	    Download
misc	6K	2M	3K	854	-0.08	974M	169K	2M	0.28	0.28	693	150	13 MB	    Download
misc	6K	2M	3K	855	-0.09	690M	120K	1M	0.21	0.22	681	32	12 MB	    Download
misc	19K	198K	504	21	0.21	4M	215	11K	0.63	0.32	57	28	649 KB	    Download
misc	23K	93K	279	8	0.13	520K	22	2K	0.63	0.26	26	23	343 KB	    Download
misc	5K	14K	81	5	0.66	145K	27	1K	0.53	0.63	44	44	50 KB	    Download
misc	12K	118K	491	19	0.63	10M	839	40K	0.61	0.66	239	239	362 KB	    Download
misc	10K	26K	65	5	0.27	85K	8	505	0.47	0.28	32	32	93 KB	    Download
misc	69K	7M	15K	213	0.26	4B	60K	15M	1.02	0.29	1K	60	21 MB	    Download
misc	28K	5M	11K	327	0.15	3B	101K	10M	1.53	0.44	694	74	15 MB	    Download
misc	23K	3M	12K	233	0.02	934M	41K	5M	0.81	0.31	562	101	8 MB	    Download
misc	22K	59K	119	5	-0.04	132	-	6	0.00	0.00	9	3	161 KB	    Download
misc	366	3K	14	14	-	-	-	-	-	-	15	2	7 KB	    Download
misc	11K	139K	48	24	0.82	565K	49	172	0.17	0.16	29	6	633 KB	    Download
misc	39K	521K	60	26	0.82	2M	56	256	0.16	0.15	33	6	2 MB	    Download
misc	130K	2M	64	29	0.86	8M	62	244	0.15	0.14	35	6	9 MB	    Download
misc	445K	7M	76	31	0.87	31M	70	332	0.14	0.13	43	6	32 MB	    Download
misc	2M	26M	80	34	0.88	115M	76	312	0.14	0.12	45	6	116 MB	    Download
misc	5M	99M	94	19.24	-	-	-	-	-	-	-	-	408 MB	    Download
misc	5	14	8	5	-0.50	36	7	12	0.57	0.51	5	4	1 KB	    Download
misc	9	40	10	8	-0.20	120	13	16	0.38	0.38	9	3	1 KB	    Download
misc	37	196	18	10	0.19	600	16	40	0.34	0.28	9	4	2 KB	    Download
misc	93	692	24	14	0.65	2K	25	72	0.23	0.22	15	4	4 KB	    Download
misc	340	3K	30	16	0.54	10K	30	96	0.25	0.22	15	5	14 KB	    Download
misc	1K	10K	34	19	0.76	37K	36	100	0.20	0.18	21	5	46 KB	    Download
misc	4K	38K	44	21	0.73	154K	43	180	0.20	0.17	23	6	178 KB	    Download
misc	192K	609K	1K	6	0.02	1M	7	6K	0.16	0.06	33	15	2 MB	    Download
misc	1K	6K	34	10	-0.11	30K	28	110	0.62	0.43	9	7	15 KB	    Download
misc	1K	6K	34	10	-0.11	31K	28	111	0.62	0.43	9	7	16 KB	    Download
misc	144	576	14	8	-0.25	3K	19	37	0.74	0.58	7	6	2 KB	    Download
misc	161	608	16	7	-0.08	2K	11	16	0.45	0.43	6	4	3 KB	    Download
misc	187	652	9	6	0.21	2K	9	14	0.49	0.46	6	4	2 KB	    Download
misc	229	774	12	6	0.26	2K	9	13	0.47	0.42	6	4	3 KB	    Download
misc	24	68	8	5	0.08	180	7	12	0.61	0.51	5	5	1 KB	    Download
misc	256	1K	82	10	-0.09	7K	28	277	0.64	0.38	8	7	5 KB	    Download
misc	268	1K	36	10	-0.13	8K	28	108	0.63	0.42	9	7	5 KB	    Download
misc	292	1K	34	7	-0.21	3K	11	63	0.46	0.28	7	5	4 KB	    Download
misc	445	2K	12	7	0.21	5K	10	14	0.43	0.42	6	4	5 KB	    Download
misc	61	248	24	8	-0.09	1K	19	72	0.74	0.53	7	6	2 KB	    Download
misc	62	78	6	2	-0.06	6	-	1	0.03	0.04	3	3	1 KB	    Download
misc	634	3K	27	10	-0.03	16K	25	92	0.52	0.45	9	8	9 KB	    Download
